
---------- Begin Simulation Statistics ----------
final_tick                                 5194836000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                  78010                       # Simulator instruction rate (inst/s)
host_mem_usage                                1206048                       # Number of bytes of host memory used
host_op_rate                                   139961                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                   248.24                       # Real time elapsed on the host
host_tick_rate                               20926796                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                    19365005                       # Number of instructions simulated
sim_ops                                      34743763                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.005195                       # Number of seconds simulated
sim_ticks                                  5194836000                       # Number of ticks simulated
system.cpu.cc_regfile_reads                  10414897                       # number of cc regfile reads
system.cpu.cc_regfile_writes                  5847916                       # number of cc regfile writes
system.cpu.committedInsts                    19365005                       # Number of Instructions Simulated
system.cpu.committedOps                      34743763                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.536518                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.536518                       # CPI: Total CPI of All Threads
system.cpu.fp_regfile_reads                   2189429                       # number of floating regfile reads
system.cpu.fp_regfile_writes                  3620975                       # number of floating regfile writes
system.cpu.idleCycles                           95398                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts                18521                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                  3316211                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     3.387680                       # Inst execution rate
system.cpu.iew.exec_refs                     12141111                       # number of memory reference insts executed
system.cpu.iew.exec_stores                    4094519                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                  168326                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts               8082731                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts                 44                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts               417                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts              4115272                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts            35446321                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts               8046592                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts             45674                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts              35196889                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                    923                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                135236                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                  18139                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                137925                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents            521                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect        13359                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect           5162                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                  33323466                       # num instructions consuming a value
system.cpu.iew.wb_count                      35166826                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.713296                       # average fanout of values written-back
system.cpu.iew.wb_producers                  23769480                       # num instructions producing a value
system.cpu.iew.wb_rate                       3.384787                       # insts written-back per cycle
system.cpu.iew.wb_sent                       35177687                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                 55653834                       # number of integer regfile reads
system.cpu.int_regfile_writes                24175065                       # number of integer regfile writes
system.cpu.ipc                               1.863870                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.863870                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::No_OpClass            100518      0.29%      0.29% # Type of FU issued
system.cpu.iq.FU_type_0::IntAlu              20321567     57.66%     57.95% # Type of FU issued
system.cpu.iq.FU_type_0::IntMult               518420      1.47%     59.42% # Type of FU issued
system.cpu.iq.FU_type_0::IntDiv                 54288      0.15%     59.57% # Type of FU issued
system.cpu.iq.FU_type_0::FloatAdd             1521141      4.32%     63.89% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCmp                   0      0.00%     63.89% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCvt                  64      0.00%     63.89% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMult                  0      0.00%     63.89% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMultAcc               0      0.00%     63.89% # Type of FU issued
system.cpu.iq.FU_type_0::FloatDiv                   0      0.00%     63.89% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMisc                  0      0.00%     63.89% # Type of FU issued
system.cpu.iq.FU_type_0::FloatSqrt                  0      0.00%     63.89% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAdd                  473      0.00%     63.89% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAddAcc                 0      0.00%     63.89% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAlu                21289      0.06%     63.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCmp                    0      0.00%     63.95% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCvt                11169      0.03%     63.98% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMisc               27935      0.08%     64.06% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMult                   0      0.00%     64.06% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMultAcc                0      0.00%     64.06% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShift                500      0.00%     64.06% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShiftAcc               0      0.00%     64.06% # Type of FU issued
system.cpu.iq.FU_type_0::SimdDiv                    0      0.00%     64.06% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSqrt                   0      0.00%     64.06% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAdd               0      0.00%     64.06% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAlu               0      0.00%     64.06% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCmp               0      0.00%     64.06% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCvt          508533      1.44%     65.51% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatDiv               0      0.00%     65.51% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMisc              0      0.00%     65.51% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMult              0      0.00%     65.51% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMultAcc            0      0.00%     65.51% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatSqrt              0      0.00%     65.51% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAdd              0      0.00%     65.51% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAlu              0      0.00%     65.51% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceCmp              0      0.00%     65.51% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceAdd            0      0.00%     65.51% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceCmp            0      0.00%     65.51% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAes                    0      0.00%     65.51% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAesMix                 0      0.00%     65.51% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha1Hash               0      0.00%     65.51% # Type of FU issued
